id,date,age,comuna_id,level,age_range,online
2847195,13-01-2020,78,13103,Media incompleta (incluyendo Media Técnica),>=60,False
2847196,09-01-2020,50,10101,Media completa. Técnica incompleta,45-60,False
2847208,10-01-2020,29,10101,Técnica completa,15-30,False
2847219,13-01-2020,77,13103,Técnica completa,>=60,False
2847240,09-01-2020,,10101,Técnica completa,0-15,False
2847250,07-01-2020,60,10101,Básica completa,>=60,False
2847253,13-01-2020,78,13103,Educación básica incompleta o inferior,>=60,False
2847268,13-01-2020,83,13103,Educación básica incompleta o inferior,>=60,False
2847300,13-01-2020,76,13124,Media incompleta (incluyendo Media Técnica),>=60,False
2847303,07-01-2020,70,10101,Básica completa,>=60,False
2847344,13-01-2020,81,13103,Básica completa,>=60,False
2847353,07-01-2020,53,10101,Media completa. Técnica incompleta,45-60,False
2847410,08-01-2020,30,10101,Media completa. Técnica incompleta,30-45,False
2847435,08-01-2020,20,10101,Media completa. Técnica incompleta,15-30,False
2847437,13-01-2020,80,13103,Educación básica incompleta o inferior,>=60,False
2847453,13-01-2020,82,13103,Básica completa,>=60,False
2847469,,54,13124,Universitaria incompleta. Técnica completa,45-60,False
2847497,13-01-2020,80,13103,Media incompleta (incluyendo Media Técnica),>=60,False
2847503,10-01-2020,20,10403,,15-30,False
2847508,15-01-2020,48,1,Técnica completa,45-60,False
2847518,13-01-2020,78,13103,Media completa. Técnica incompleta,>=60,False
2847533,10-01-2020,21,10403,Universitaria incompleta. Técnica completa,15-30,False
2847555,13-01-2020,80,13103,Básica completa,>=60,False
2847569,,20,10101,Media completa. Técnica incompleta,15-30,False
2847606,,34,10101,Técnica completa,30-45,False
2847646,09-01-2020,20,10101,Media completa. Técnica incompleta,15-30,False
2847661,13-01-2020,84,13103,Básica completa,>=60,False
2847727,13-01-2020,78,13103,Media completa. Técnica incompleta,>=60,False
2847768,13-01-2020,79,1,Básica completa,>=60,False
2847810,15-01-2020,26,11201,Técnica completa,15-30,False
2847838,15-01-2020,10,11201,Universitaria incompleta. Técnica completa,0-15,False
2847840,13-01-2020,77,13103,Media incompleta (incluyendo Media Técnica),>=60,False
2847869,13-01-2020,76,13103,Educación básica incompleta o inferior,>=60,False
2847879,14-01-2020,30,11201,Universitaria incompleta. Técnica completa,30-45,False
2847903,14-01-2020,28,11201,Técnica completa,15-30,False
2847923,14-01-2020,41,11201,Técnica completa,30-45,False
2847944,15-01-2020,24,11201,Universitaria incompleta. Técnica completa,15-30,False
2847946,13-01-2020,74,13103,Básica completa,>=60,False
2847964,13-01-2020,82,13103,,>=60,False
2847986,13-01-2020,72,13103,,>=60,False
2847990,15-01-2020,54,11201,Media completa. Técnica incompleta,45-60,False
2848022,13-01-2020,78,13103,Básica completa,>=60,False
2848041,,72,13103,Media incompleta (incluyendo Media Técnica),>=60,False
2848079,13-01-2020,71,13103,Media incompleta (incluyendo Media Técnica),>=60,False
2848086,15-01-2020,54,11201,Educación básica incompleta o inferior,45-60,False
2848092,14-01-2020,62,14101,Técnica completa,>=60,False
2848100,13-01-2020,74,13103,,>=60,False
2848111,16-01-2020,42,11201,Media completa. Técnica incompleta,30-45,False
2848115,13-01-2020,72,13103,,>=60,False
2848139,13-01-2020,70,13124,Media incompleta (incluyendo Media Técnica),>=60,False
2848158,13-01-2020,72,13103,,>=60,False
2848175,13-01-2020,68,13103,Universitaria incompleta. Técnica completa,>=60,False
2848193,13-01-2020,31,11201,Media completa. Técnica incompleta,30-45,False
2848280,15-01-2020,47,11201,Básica completa,45-60,False
2848283,,,10101,,0-15,False
2848322,15-01-2020,18,11201,Media completa. Técnica incompleta,15-30,False
2848362,15-01-2020,42,11201,Técnica completa,30-45,False
2848449,07-01-2020,40,10101,Media completa. Técnica incompleta,30-45,False
2848480,15-01-2020,40,11201,Media completa. Técnica incompleta,30-45,False
2848486,16-01-2020,19,11201,Media completa. Técnica incompleta,15-30,False
2848493,16-01-2020,42,4301,Educación básica incompleta o inferior,30-45,False
2848510,16-01-2020,46,14101,Técnica completa,45-60,False
2848535,15-01-2020,31,11201,Media completa. Técnica incompleta,30-45,False
2848542,16-01-2020,34,14101,Técnica completa,30-45,False
2848567,15-01-2020,58,1,Universitaria incompleta. Técnica completa,45-60,False
2848707,16-01-2020,53,4301,Básica completa,45-60,False
2848719,20-12-2019,48,1107,Universitaria incompleta. Técnica completa,45-60,False
2848734,14-01-2020,31,14101,Universitaria completa,30-45,False
2848770,20-12-2019,73,1107,Media incompleta (incluyendo Media Técnica),>=60,False
2848845,16-01-2020,18,11201,Media completa. Técnica incompleta,15-30,False
2848850,20-12-2019,65,1107,Media completa. Técnica incompleta,>=60,False
2848865,16-01-2020,69,4304,Educación básica incompleta o inferior,>=60,False
2848882,16-01-2020,35,11201,Universitaria incompleta. Técnica completa,30-45,False
2848889,14-01-2020,35,14101,Técnica completa,30-45,False
2848933,15-01-2020,20,11201,Media completa. Técnica incompleta,15-30,False
2848976,16-01-2020,34,6101,Técnica completa,30-45,False
2848990,15-01-2020,37,14101,Universitaria incompleta. Técnica completa,30-45,False
2848993,14-01-2020,31,6101,Técnica completa,30-45,False
2849010,14-01-2020,38,6101,Universitaria incompleta. Técnica completa,30-45,False
2849026,16-01-2020,,11201,Media completa. Técnica incompleta,0-15,False
2849080,15-01-2020,23,11201,Técnica completa,15-30,False
2849121,15-01-2020,19,1,Media completa. Técnica incompleta,15-30,False
2849157,15-01-2020,16,11201,Media incompleta (incluyendo Media Técnica),15-30,False
2849195,16-01-2020,45,4304,Media incompleta (incluyendo Media Técnica),45-60,False
2849203,15-01-2020,19,11201,Universitaria incompleta. Técnica completa,15-30,False
2849237,,,11201,Técnica completa,0-15,False
2849265,15-01-2020,46,11201,Media incompleta (incluyendo Media Técnica),45-60,False
2849307,14-01-2020,30,11201,Media completa. Técnica incompleta,30-45,False
2849387,15-01-2020,35,11201,Universitaria incompleta. Técnica completa,30-45,False
2849524,13-01-2020,70,13103,Educación básica incompleta o inferior,>=60,False
2849538,13-01-2020,69,13103,Básica completa,>=60,False
2849553,13-01-2020,67,13124,Universitaria incompleta. Técnica completa,>=60,False
2849574,13-01-2020,69,13103,Educación básica incompleta o inferior,>=60,False
2849588,16-01-2020,53,11201,Media completa. Técnica incompleta,45-60,False
2849590,13-01-2020,63,13103,Media completa. Técnica incompleta,>=60,False
2849603,13-01-2020,68,13103,Universitaria incompleta. Técnica completa,>=60,False
2849632,13-01-2020,61,13103,Media incompleta (incluyendo Media Técnica),>=60,False
2849738,17-01-2020,58,11201,Universitaria incompleta. Técnica completa,45-60,False
2849896,16-01-2020,27,11201,Media incompleta (incluyendo Media Técnica),15-30,False
2849916,16-01-2020,32,11201,Media completa. Técnica incompleta,30-45,False
2849984,15-01-2020,,11201,,0-15,False
2858341,15-01-2020,55,4301,Básica completa,45-60,False
2858390,,62,1,Media incompleta (incluyendo Media Técnica),>=60,False
2858627,17-01-2020,67,4301,Media completa. Técnica incompleta,>=60,False
2858847,17-01-2020,38,13101,Técnica completa,30-45,False
2859117,17-01-2020,37,4101,Técnica completa,30-45,False
2859122,16-01-2020,26,11201,Media completa. Técnica incompleta,15-30,False
2859141,15-01-2020,16,11201,Media incompleta (incluyendo Media Técnica),15-30,False
2859229,15-01-2020,56,1402,Media incompleta (incluyendo Media Técnica),45-60,False
2859289,15-01-2020,38,11201,Universitaria incompleta. Técnica completa,30-45,False
2859328,15-01-2020,42,11201,Media completa. Técnica incompleta,30-45,False
2859364,14-01-2020,41,6101,Media completa. Técnica incompleta,30-45,False
2859413,14-01-2020,57,6105,Básica completa,45-60,False
2859432,15-01-2020,34,6105,Media completa. Técnica incompleta,30-45,False
2859527,15-01-2020,25,1402,Media completa. Técnica incompleta,15-30,False
2859585,15-01-2020,47,1402,Media completa. Técnica incompleta,45-60,False
2859633,15-01-2020,56,1402,Media incompleta (incluyendo Media Técnica),45-60,False
2859657,15-01-2020,30,1401,Técnica completa,30-45,False
2859701,15-01-2020,28,1401,Técnica completa,15-30,False
2859721,15-01-2020,24,1401,Universitaria incompleta. Técnica completa,15-30,False
2859775,14-01-2020,30,1401,Técnica completa,30-45,False
2859806,14-01-2020,,1401,Básica completa,0-15,False
2859825,14-01-2020,54,1401,Media incompleta (incluyendo Media Técnica),45-60,False
2859889,14-01-2020,56,6105,Básica completa,45-60,False
2859898,10-01-2020,54,10109,Universitaria completa,45-60,False
2859919,14-01-2020,25,6101,Media completa. Técnica incompleta,15-30,False
2859952,14-01-2020,20,6101,Básica completa,15-30,False
2860004,15-01-2020,30,1403,Técnica completa,30-45,False
2860267,14-01-2020,49,10101,Universitaria incompleta. Técnica completa,45-60,False
2860342,14-01-2020,30,10106,Media incompleta (incluyendo Media Técnica),30-45,False
2860395,16-01-2020,41,4304,Básica completa,30-45,False
2860475,17-01-2020,67,6301,Universitaria completa,>=60,False
2860529,16-01-2020,76,4304,Básica completa,>=60,False
2860605,12-01-2020,33,4301,Media completa. Técnica incompleta,30-45,False
2860686,17-01-2020,50,4301,Media completa. Técnica incompleta,45-60,False
2860863,,,1,Media completa. Técnica incompleta,0-15,False
2860893,16-01-2020,80,6101,Educación básica incompleta o inferior,>=60,False
2860907,16-01-2020,65,4304,Educación básica incompleta o inferior,>=60,False
2860922,16-01-2020,39,6101,Técnica completa,30-45,False
2860956,16-01-2020,63,6117,Media completa. Técnica incompleta,>=60,False
2861005,17-01-2020,42,4301,Media completa. Técnica incompleta,30-45,False
2861016,16-01-2020,48,6117,Media completa. Técnica incompleta,45-60,False
2861036,16-01-2020,42,6117,Educación básica incompleta o inferior,30-45,False
2861057,16-01-2020,34,6117,Universitaria incompleta. Técnica completa,30-45,False
2861090,16-01-2020,70,6117,Media incompleta (incluyendo Media Técnica),>=60,False
2861102,16-01-2020,49,4301,Universitaria incompleta. Técnica completa,45-60,False
2861110,16-01-2020,70,6117,Media completa. Técnica incompleta,>=60,False
2861124,17-01-2020,72,4301,Básica completa,>=60,False
2861125,16-01-2020,61,6117,Media completa. Técnica incompleta,>=60,False
2861145,16-01-2020,76,6117,Media completa. Técnica incompleta,>=60,False
2861154,16-01-2020,51,4301,Media incompleta (incluyendo Media Técnica),45-60,False
2861163,16-01-2020,71,6117,Educación básica incompleta o inferior,>=60,False
2861179,16-01-2020,58,6117,Básica completa,45-60,False
2861190,16-01-2020,29,6117,Técnica completa,15-30,False
2861197,16-01-2020,,6101,Técnica completa,0-15,False
2861205,,,1,,0-15,False
2861224,16-01-2020,33,6117,Universitaria incompleta. Técnica completa,30-45,False
2861233,17-01-2020,37,4301,Básica completa,30-45,False
2861256,16-01-2020,61,6117,Media incompleta (incluyendo Media Técnica),>=60,False
2861275,15-01-2020,,1,Media completa. Técnica incompleta,0-15,False
2861276,16-01-2020,65,6117,Media completa. Técnica incompleta,>=60,False
2861290,16-01-2020,75,6117,Educación básica incompleta o inferior,>=60,False
2861291,14-01-2020,56,10101,Técnica completa,45-60,False
2861310,16-01-2020,66,6117,Técnica completa,>=60,False
2861326,16-01-2020,56,6117,Básica completa,45-60,False
2861344,16-01-2020,67,6117,Media incompleta (incluyendo Media Técnica),>=60,False
2861370,16-01-2020,,6117,,0-15,False
2861393,16-01-2020,48,6117,,45-60,False
2861415,,,1,,0-15,False
2861432,16-01-2020,74,6117,Técnica completa,>=60,False
2861450,,,1,Media completa. Técnica incompleta,0-15,False
2861470,16-01-2020,75,6117,,>=60,False
2861485,17-01-2020,45,4301,Media completa. Técnica incompleta,45-60,False
2861491,16-01-2020,63,6117,Básica completa,>=60,False
2861506,16-01-2020,49,6117,Universitaria incompleta. Técnica completa,45-60,False
2861585,16-01-2020,42,15201,Educación básica incompleta o inferior,30-45,False
2861668,16-01-2020,63,4301,Básica completa,>=60,False
2861751,15-01-2020,25,4304,Media incompleta (incluyendo Media Técnica),15-30,False
2861793,15-01-2020,45,4301,Media completa. Técnica incompleta,45-60,False
2861799,17-01-2020,24,4304,Media completa. Técnica incompleta,15-30,False
2861843,15-01-2020,19,4301,Media completa. Técnica incompleta,15-30,False
2861883,16-01-2020,32,4301,Técnica completa,30-45,False
2861901,17-01-2020,53,10404,Básica completa,45-60,False
2861926,16-01-2020,59,4301,Media completa. Técnica incompleta,45-60,False
2862168,14-01-2020,31,6101,Media completa. Técnica incompleta,30-45,False
2862210,14-01-2020,55,6101,Básica completa,45-60,False
2862267,16-01-2020,36,6301,Técnica completa,30-45,False
2862273,14-01-2020,45,6105,Básica completa,45-60,False
2862313,15-01-2020,41,6101,Básica completa,30-45,False
2862346,14-01-2020,56,6105,Educación básica incompleta o inferior,45-60,False
2862374,13-01-2020,39,6101,Universitaria completa,30-45,False
2862377,14-01-2020,41,6105,Media completa. Técnica incompleta,30-45,False
2862454,16-01-2020,40,6101,Técnica completa,30-45,False
2862625,,,1,,0-15,False
2862731,08-01-2020,46,15201,Básica completa,45-60,False
2862789,14-01-2020,45,6101,Universitaria completa,45-60,False
2862812,17-01-2020,31,11201,Técnica completa,30-45,False
2862863,08-01-2020,26,15201,Media completa. Técnica incompleta,15-30,False
2862870,14-01-2020,52,6301,Media completa. Técnica incompleta,45-60,False
2863000,08-01-2020,25,15201,Media incompleta (incluyendo Media Técnica),15-30,False
2863045,,,1,Técnica completa,0-15,False
2863298,14-01-2020,54,10106,Educación básica incompleta o inferior,45-60,False
2863486,13-01-2020,27,10101,Técnica completa,15-30,False
2863639,15-01-2020,65,15201,Universitaria completa,>=60,False
2863685,13-01-2020,42,10103,Técnica completa,30-45,False
2863696,10-01-2020,17,10106,Media completa. Técnica incompleta,15-30,False
2863725,13-01-2020,41,10101,Media completa. Técnica incompleta,30-45,False
2863849,15-01-2020,54,11201,Técnica completa,45-60,False
2863924,15-01-2020,32,11201,Técnica completa,30-45,False
2863927,10-01-2020,17,10103,Media incompleta (incluyendo Media Técnica),15-30,False
2863962,15-01-2020,53,15201,Media completa. Técnica incompleta,45-60,False
2863978,10-01-2020,29,10103,Básica completa,15-30,False
2863996,16-01-2020,27,11201,Técnica completa,15-30,False
2864069,07-01-2020,52,10101,Media completa. Técnica incompleta,45-60,False
2864112,08-01-2020,22,10403,Universitaria incompleta. Técnica completa,15-30,False
2864167,13-01-2020,29,10102,Técnica completa,15-30,False
2864260,,37,10201,Educación básica incompleta o inferior,30-45,False
2864290,15-01-2020,34,15201,Universitaria incompleta. Técnica completa,30-45,False
2864304,16-01-2020,65,11201,Universitaria incompleta. Técnica completa,>=60,False
2864314,07-01-2020,28,16109,Universitaria incompleta. Técnica completa,15-30,False
2864370,10-01-2020,54,10101,Educación básica incompleta o inferior,45-60,False
2864373,15-01-2020,36,11201,Técnica completa,30-45,False
2864404,17-01-2020,45,11201,Técnica completa,45-60,False
2864467,15-01-2020,29,15201,Universitaria incompleta. Técnica completa,15-30,False
2864469,14-01-2020,26,10101,Técnica completa,15-30,False
2864532,15-01-2020,46,15201,Universitaria incompleta. Técnica completa,45-60,False
2864798,15-01-2020,46,15201,Técnica completa,45-60,False
2866188,17-01-2020,54,1,,45-60,False
2866549,15-01-2020,60,6101,Universitaria completa,>=60,False
2866618,,,1,,0-15,False
2866679,15-01-2020,54,6101,Técnica completa,45-60,False
2866749,,48,6101,Técnica completa,45-60,False
2866856,15-01-2020,38,6117,Técnica completa,30-45,False
2866911,17-01-2020,32,6114,Técnica completa,30-45,False
2866952,15-01-2020,31,6108,Universitaria incompleta. Técnica completa,30-45,False
2867059,,65,6103,Técnica completa,>=60,False
2867113,16-01-2020,58,6103,Media completa. Técnica incompleta,45-60,False
2867145,16-01-2020,53,6103,Básica completa,45-60,False
2867169,16-01-2020,44,6103,Media completa. Técnica incompleta,30-45,False
2867255,16-01-2020,80,6116,Media incompleta (incluyendo Media Técnica),>=60,False
